case_id,symbol,signal_date,entry_date,exit_time_utc,target_return_2x,profitable,log_f7c_share,rank_pct,log_cluster_amount,signal_open_close_return,return_1d,return_3d,return_7d,range_pct,close_location,volume_ratio_20d,distance_20d_high,volatility_7d,flow_change_cluster_share,positive_flow_days_7d,negative_flow_days_7d,flow_event_count_7d,listing_age_days,entry_month,probability,select_top_25,select_top_33,select_top_50,select_top_67,train_count,fold_month
056-SKL-2026-04-01,SKL,2026-04-01,2026-04-02,2026-04-03T15:20:00+00:00,-0.17282125790494773,0,-4.32061901453443,0.01775147928994083,22.008304522802298,-0.0069735006973501434,-0.00835654596100277,0.24912280701754375,0.10216718266253877,0.0709117221418234,0.42857142857142705,12.099258809762816,-0.037837837837837895,0.09359087450072942,0.013255136859803634,2,1,72.0,90,2026-04,0.25784690757122325,False,False,True,True,53,2026-04
057-SXT-2026-04-02,SXT,2026-04-02,2026-04-03,2026-04-17T00:00:00+00:00,-0.028189444500021477,0,-5.277036442807249,0.029585798816568046,21.83064931920418,0.04556803995006242,0.046221111805121895,0.15278733654507914,0.006006006006005871,0.08043758043758031,0.9680000000000013,1.8835276153724296,-0.11656118143459915,0.04440212349609962,0.004956335805540442,3,1,7.0,91,2026-04,0.5125885979740228,True,True,True,True,53,2026-04
059-FLOCK-2026-04-02,FLOCK,2026-04-02,2026-04-03,2026-04-17T00:00:00+00:00,0.45323156560790556,1,-6.122262982190359,0.08284023668639054,19.841242140890813,-0.03929196654347389,-0.03929196654347389,-0.02391304347826073,-0.08060312732688002,0.10202378468600037,0.2985685071574649,0.9418678846135241,-0.2621750821631311,0.02996845040653437,0.0016585396578391487,5,1,23.0,91,2026-04,0.4092489996468069,True,True,True,True,53,2026-04
061-MAGIC-2026-04-04,MAGIC,2026-04-04,2026-04-05,2026-04-18T18:00:00+00:00,0.2883369000829954,1,-4.275374865022961,0.023668639053254437,18.766234658139858,-0.016562447186074025,-0.016396213657876912,0.002411714039620927,0.013409961685823646,0.06108714408973248,0.06779661016949069,2.8480613732267743,-0.14174041297935103,0.029407687336789015,0.013409878244273794,5,0,110.0,93,2026-04,0.8672971211513483,True,True,True,True,53,2026-04
058-AUCTION-2026-04-09,AUCTION,2026-04-09,2026-04-10,2026-04-24T00:00:00+00:00,0.023339636069976688,1,-4.6789576316765,0.047337278106508875,15.517828179289417,0.012917115177610405,0.012917115177610405,0.00965665236051505,0.023270987385819897,0.027651760639447076,0.5937500000000034,0.8010646780056473,-0.03861871679607687,0.01639115090895805,0.00954708781865368,2,5,64.0,98,2026-04,0.899633388595985,True,True,True,True,53,2026-04
060-TNSR-2026-04-10,TNSR,2026-04-10,2026-04-11,2026-04-14T16:55:00+00:00,-0.17184800641920717,0,-3.90812054596293,0.023668639053254437,19.625290320330183,-0.17473435655253833,-0.17408428515163454,0.12832929782082325,0.14872637633525043,0.30177799135031247,0.02547770700636949,26.92282022049595,-0.2730109204368175,0.1596430537376281,0.02007820167950085,1,0,10.0,99,2026-04,0.018084885641836062,False,False,False,False,53,2026-04
062-POWER-2026-04-15,POWER,2026-04-15,2026-04-16,2026-04-18T19:15:00+00:00,0.26039664411308217,1,-2.861370241187331,0.005917159763313609,17.475369495188875,-0.014342895263508959,-0.014342895263508959,-0.046774193548386966,-0.06487341772151889,0.08546712802768175,0.2631578947368431,0.5025808219615939,-0.2070661896243291,0.038168508054226384,0.05719034198964949,1,0,1.0,104,2026-04,0.5157371884495812,True,True,True,True,53,2026-04
063-MUBARAK-2026-04-17,MUBARAK,2026-04-17,2026-04-18,2026-04-18T18:55:00+00:00,-0.17054492052165116,0,-3.981007665008377,0.01775147928994083,19.228232265225046,0.028628495339547255,0.02931379080612917,0.14614243323442122,0.26847290640394084,0.08997955010224956,0.5909090909090905,2.760842302407794,-0.042157470551766774,0.0813510898475169,0.01888063701273257,1,0,2.0,106,2026-04,0.19871469798886615,False,False,False,True,53,2026-04
065-AGT-2026-04-18,AGT,2026-04-18,2026-04-19,2026-04-19T05:15:00+00:00,-0.1686637067127379,0,-5.39682050895093,0.05917159763313609,22.206234769652138,0.21233391827525705,0.21233391827525705,0.13219915717184327,0.21568627450980382,0.40110349439893,0.5306377657357231,2.606525799631662,-0.20812182741116758,0.10335593411897696,0.004502710595717883,2,1,5.0,107,2026-04,0.024428336336160535,False,False,False,False,53,2026-04
069-XVS-2026-04-18,XVS,2026-04-18,2026-04-19,2026-04-29T15:15:00+00:00,-0.17030699144955275,0,-4.648805899253165,0.029585798816568046,17.152269390191332,-0.09596122778675287,-0.09566903684550743,0.057445200302343125,0.061859582542694636,0.11170977011494276,0.0450160771704187,5.017547097434955,-0.16051605160516058,0.0689073512612449,0.009573019766159221,2,0,154.0,107,2026-04,0.4083956361888338,True,True,True,True,53,2026-04
064-BAS-2026-04-19,BAS,2026-04-19,2026-04-20,2026-04-24T10:10:00+00:00,1.9492962520750767,1,-2.595818458655275,0.011834319526627219,21.014502231988434,0.10949109771484644,0.10980227177113999,0.07600271923861301,0.04558065794688848,0.1702878103837473,0.6843413421706703,0.5676073911258046,-0.224877571008815,0.05631061925858879,0.11003799858011132,1,0,11.0,108,2026-04,0.1949773561299568,False,False,False,True,53,2026-04
066-SXT-2026-04-20,SXT,2026-04-20,2026-04-21,2026-05-03T09:05:00+00:00,-0.1686115702673523,0,-6.61795765828208,0.11242603550295859,21.83064931920418,0.008912655971479388,0.010113027959547827,-0.03686897334089623,0.004733727810650956,0.05731343283582091,0.23958333333333104,1.4533769000925212,-0.1251931993817621,0.03243769668114086,0.0007822424991274443,2,1,26.0,109,2026-04,0.016615530623761324,False,False,False,False,53,2026-04
068-WET-2026-04-23,WET,2026-04-23,2026-04-24,2026-04-27T06:40:00+00:00,-0.1722225754861746,0,-4.18516590366293,0.023668639053254437,19.19523892657244,-0.008443429025528859,-0.008443429025528859,0.013401015228426516,-0.15248768891152986,0.04358104635625448,0.5966981132075491,0.8266683770319103,-0.45914607715648026,0.027251465739454934,0.016952706130764585,5,2,63.0,112,2026-04,0.9463655427409161,True,True,True,True,53,2026-04
067-SPK-2026-04-24,SPK,2026-04-24,2026-04-25,2026-04-25T10:10:00+00:00,-0.17612337422670765,0,-3.443961404779536,0.011834319526627219,22.9363729082486,-0.15638339154055114,-0.15654704170708056,0.5320648343904157,0.8377007607776836,0.22614348734618073,0.0420944558521561,33.14728108485715,-0.3187088686931997,0.17486327529336781,0.032294992747196265,1,6,1844.0,113,2026-04,0.6845841679324558,True,True,True,True,53,2026-04
070-STO-2026-04-26,STO,2026-04-26,2026-04-27,2026-05-11T00:00:00+00:00,0.007344447432228396,1,-5.194138738141524,0.05917159763313609,19.22144350676,-0.03265940902021769,-0.03265940902021769,-0.021023046655424316,-0.03437569305832766,0.08036454018227013,0.38144329896907325,0.4643820429662072,-0.44028795474996785,0.04965691285972639,0.005607608914697142,1,3,8.0,115,2026-04,0.17348077408648901,False,False,False,True,53,2026-04
073-PHA-2026-04-29,PHA,2026-04-29,2026-04-30,2026-05-13T22:05:00+00:00,0.18775207317324127,1,-5.382115262939724,0.05325443786982249,20.234685976288038,-0.020195645313979216,-0.020195645313979216,-0.10415464512406236,-0.028169014084507005,0.06741573033707882,0.3872549019607849,0.5448570777748174,-0.33879897785349233,0.03889098904957491,0.012395174863593924,3,4,17.0,118,2026-04,0.3425420768547384,False,False,True,True,53,2026-04
071-ZETA-2026-04-30,ZETA,2026-04-30,2026-05-01,2026-05-15T00:00:00+00:00,-0.08874143604682527,0,-5.902754351738385,0.08284023668639054,19.69344911537376,0.059036580948931494,0.05942028985507242,0.06988657153311384,0.08477091448710805,0.09333333333333327,0.7299412915851271,2.748705056486227,-0.1305382099316087,0.02835050077538784,0.003015509810636666,4,2,11.0,119,2026-05,0.5872904387425704,True,True,True,True,68,2026-05
